MethodCode,SampleDate,SampleTime,Full Code,StationCode,Depth (m),Volume Received (mL),Volume Analyzed (mL),Percent of Sample Counted,Field-of-view (mm²),Slide/ Chamber Area (mm²),Area Counted,Number of Fields Counted,Factor,BSA_TIN,Taxon,Diatom/SoftBody,Genus,Species,Synonym,Unit Abundance,Number of cells per unit,GALD 1,GALD 2,GALD 3,Colony/Filament/Individual Group Code,BSA#,Taxonomist,Comments,Shape,Biovolume 1,Biovolume 2,Biovolume 3,Biovolume 4,Biovolume 5,Biovolume 6,Biovolume 7,Biovolume 8,Biovolume 9,Biovolume 10,Dimension,Measurement average,Measurement 1,Measurement 2,Measurement 3,Measurement 4,Measurement 5,Measurement 6,Measurement 7,Measurement 8,Measurement 9,Measurement 10,Measurement 11,Measurement 12,Measurement 13,Measurement 14,Measurement 15,Measurement 16,Measurement 17,Measurement 18,Measurement 19,Measurement 20,Measurement 21,Measurement 22,Measurement 23,Measurement 24,Measurement 25
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,5,5,22.2,,,i,BSA.YOLO-09,CB,,elliptic prism,976.41,,,,,,,,,,Length,20,20.4,20.4,22.2,18.5,18.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.9,11.1,11.1,13,13,11.1,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,5.9,5.5,5.5,6.5,6.5,5.5,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,13,13,11.1,,,i,BSA.YOLO-09,CB,,cylinder,380.4,,,,,,,,,,Length,3.7,3.7,2.8,2.8,3.7,5.5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,5.6,5.6,7.4,11.1,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,397,Fragilaria sp.,Diatom,Fragilaria,sp.,,1,1,16.7,,,i,BSA.YOLO-09,CB,,elliptic prism,92.21,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,16.7,,,i,BSA.YOLO-09,CB,,prism on parallelogram,58.7,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,893,Sellaphora sp.,Diatom,Sellaphora,sp.,,1,1,16.7,,,i,BSA.YOLO-09,CB,,box,261.86,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,1364,Plagioselmis nannoplanctica,Soft Body,Plagioselmis,nannoplanctica,,1,1,7.4,,,i,BSA.YOLO-09,CB,,cone + half sphere,159.13,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,8:28,ES0821B0126,RYI,1,59,7,11.86%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,0.8,0.8,c,BSA.YOLO-09,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/16/2021,10:56,ES0821B0139,LIS,1,58,5,8.62%,0.0683,314.159,1.0245,15,61.33,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,7.4,,,i,BSA.YOLO-10,AB,,cylinder,137.5,,,,,,,,,,Length,3.9,4,3.7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.7,7.4,6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:56,ES0821B0139,LIS,1,58,5,8.62%,0.0683,314.159,1.0245,15,61.33,870,Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,15,,,i,BSA.YOLO-10,AB,,box,94.25,,,,,,,,,,Length,15,15,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2,2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:56,ES0821B0139,LIS,1,58,5,8.62%,0.0683,314.159,1.0245,15,61.33,1324,cf. Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,7,,,i,BSA.YOLO-10,AB,,cone + half sphere,161.63,,,,,,,,,,Length,7,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:56,ES0821B0139,LIS,1,58,5,8.62%,0.0683,314.159,1.0245,15,61.33,1733,Plagioselmis prolonga,Soft Body,Plagioselmis,prolonga,,2,2,5.6,,,i,BSA.YOLO-10,AB,,cone + half sphere,76.35,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/16/2021,10:56,ES0821B0139,LIS,1,58,5,8.62%,0.0683,314.159,1.0245,15,61.33,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,401,802,0.8,0.8,0.8,c,BSA.YOLO-10,AB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/3/2021,10:17,ES0821B0124,PRS,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,147,Cocconeis sp.,Diatom,Cocconeis,sp.,,7,7,25.9,,,i,BSA.YOLO-11,CB,,elliptic prism,1573.1,,,,,,,,,,Length,21.5,24.1,25.9,24.1,16.7,16.7,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,13.7,16.7,16.7,16.7,9.3,9.3,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,6.8,8.3,8.3,8.3,4.6,4.6,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,10:17,ES0821B0124,PRS,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,4,4,7.4,,,i,BSA.YOLO-11,CB,,cylinder,87.67,,,,,,,,,,Length,3,2.8,3.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.1,5.6,7.4,5.6,5.6,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,10:17,ES0821B0124,PRS,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,3,3,27.8,,,i,BSA.YOLO-11,CB,,prism on parallelogram,82.6,,,,,,,,,,Length,23.5,14.8,27.8,27.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/3/2021,10:17,ES0821B0124,PRS,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.YOLO-11,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/2/2021,10:16,ES0821B0121,LIS,1,60,7,11.67%,0.0683,314.159,1.0928,16,41.07,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,9.3,,,i,BSA.YOLO-12,CB,High sediment and detritus.,cylinder,123.48,,,,,,,,,,Length,3.4,4.6,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,6.8,9.3,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,10:16,ES0821B0121,LIS,1,60,7,11.67%,0.0683,314.159,1.0928,16,41.07,464,Gomphonema sp.,Diatom,Gomphonema,sp.,,1,1,22.3,,,i,BSA.YOLO-12,CB,High sediment and detritus.,gomphonemoid,215.56,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,22.3,22.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,11,11,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,10:16,ES0821B0121,LIS,1,60,7,11.67%,0.0683,314.159,1.0928,16,41.07,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-12,CB,High sediment and detritus.,prism on parallelogram,91.04,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,10:16,ES0821B0121,LIS,1,60,7,11.67%,0.0683,314.159,1.0928,16,41.07,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,410,820,0.8,0.8,0.8,c,BSA.YOLO-12,CB,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,99,Bacillaria paxillifera,Diatom,Bacillaria,paxillifera,,1,1,59.3,,,i,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,box,833.76,,,,,,,,,,Length,59.3,59.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,7.4,,,i,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,cylinder,159.13,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,2,2,27.8,,,i,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,prism on parallelogram,133.98,,,,,,,,,,Length,21.3,27.8,14.8,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.4,3.7,3.1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.7,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,371,752,0.8,0.8,0.8,c,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,1709,Planktolyngbya sp.,Soft Body,Planktolyngbya,sp.,,1,26,2.8,,,f,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,cylinder,1.78,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,0.9,0.9,0.9,0.9,0.9,0.9,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,9:49,ES0821B0152,RMB,1,64,1,1.56%,0.0697,314.159,3.485,50,90.15,1508,Pseudanabaena sp.,Soft Body,Pseudanabaena,sp.,,1,5,2.8,,,f,BSA.YOLO-13,BB,Cannot meet tally in 50 fields.,cylinder,7.94,,,,,,,,,,Length,2.8,2.8,2.8,2.8,2.8,2.8,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,1.9,1.9,1.9,1.9,1.9,1.9,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,26,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,elliptic prism,680,,,,,,,,,,Length,26,26,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,2,2,11.1,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,cylinder,595.46,,,,,,,,,,Length,6.5,6,7,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10.8,10.5,11.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,631,Navicula sp.,Diatom,Navicula,sp.,,2,2,33.3,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,elliptic prism,354.94,,,,,,,,,,Length,26.9,20.4,33.3,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4.8,4,5.6,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3.5,3,4,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,32,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,prism on parallelogram,192,,,,,,,,,,Length,32,32,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,4,4,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,3,3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,1005,Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,352.7,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,elliptic prism,19390.68,,,,,,,,,,Length,352.7,352.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,10,10,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,7,7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,1037,cf. Chlorella sp.,Soft Body,Chlorella,sp.,,4,4,3.5,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,sphere,10.31,,,,,,,,,,Length,2.7,2.2,2,3.5,3,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,1141,Mougeotia sp.,Soft Body,Mougeotia,sp.,,1,3,135.2,,,f,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,cylinder,9583.26,,,,,,,,,,Length,135.2,135.2,135.2,135.2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.5,9.5,9.5,9.5,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,1324,Ochromonas sp.,Soft Body,Ochromonas,sp.,,1,1,3.7,,,i,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,cone + half sphere,26.52,,,,,,,,,,Length,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,10/12/2021,8:24,ES1021B0272,SHER,1,53,8,15.09%,0.0683,314.159,3.415,50,11.5,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,168,336,0.8,0.8,0.8,c,BSA.YOLO-14,AB,Cannot meet tally in 50 fields.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,15,15,14.8,,,i,BSA.YOLO-15,CB,,cylinder,312.47,,,,,,,,,,Length,4.6,3.7,2.8,2.8,6.5,7.4,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,7.4,5.6,5.6,13,14.8,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,1892,Cylindrotheca closterium,Diatom,Cylindrotheca,closterium,,1,1,0,,,i,BSA.YOLO-15,CB,,prolate spheroid + 2 cylinders,1093.08,,,,,,,,,,Length,64.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends L,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ends W,1,1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,310,Encyonema sp.,Diatom,Encyonema,sp.,,1,1,18.5,,,i,BSA.YOLO-15,CB,,cymbelloid,43.36,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.7,3.7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.9,1.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,4,4,40.6,,,i,BSA.YOLO-15,CB,,prism on parallelogram,69,,,,,,,,,,Length,24.6,27.9,40.7,18.5,11.1,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.3,3.7,3.7,3.7,2,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.7,1.9,1.9,1.9,1,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,1005,cf. Ulnaria sp.,Diatom,Ulnaria,sp.,,1,1,224.1,,,i,BSA.YOLO-15,CB,,elliptic prism,7529.6,,,,,,,,,,Length,224.1,224.1,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4.6,4.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/30/2021,7:10,ES0821B0154,RD22,1,63,7,11.11%,0.0683,314.159,1.2977,19,34.58,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,382,764,0.8,0.8,0.8,c,BSA.YOLO-15,CB,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,136,136,10.1,,,i,BSA.YOLO-16,AB,,cylinder,368.59,,,,,,,,,,Length,5.2,5.6,4,5.6,5.6,5,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,9.5,9.5,8.8,10,10.1,9.3,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,383,Fragilaria crotonensis,Diatom,Fragilaria,crotonensis,,3,3,101.9,,,i,BSA.YOLO-16,AB,,elliptic prism,276.78,,,,,,,,,,Length,75.3,72,51.9,101.9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,2.6,3.7,2,2.2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,1.8,2,1.5,1.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,631,Navicula sp.,Diatom,Navicula,sp.,,1,1,24.5,,,i,BSA.YOLO-16,AB,,elliptic prism,538.78,,,,,,,,,,Length,24.5,24.5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,7,7,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depth,4,4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,8/2/2021,11:07,ES0821B0118,RD22,1,60,7,11.67%,0.0683,314.159,1.2294,18,36.51,750,Nitzschia spp.,Diatom,Nitzschia,spp.,,3,3,61.1,,,i,BSA.YOLO-16,AB,,prism on parallelogram,155,,,,,,,,,,Length,50,40.7,61.1,48.2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Width,3.1,3,3.9,2.5,,,,,,,,,,,,,,,,,,,,,,
