Date,Time,Station.Code,WDL_SAM_code,Year,Volume.Mesozooplankton.150,Subsample.Volume.Mesozooplankton.150,Volume.Microzooplankton.150,Subsample.Volume.Microzooplankton.150,Volume.Mesozooplankton.50.,Subsample.Volume.Mesozooplankton.50,Volume.Microzooplankton.50,Subsample.Volume.Microzooplankton.50,LabComments,Unable_to_make_micro_tally,Unable_to_make_meso_tally,OrganismID,ZOOP.COUNT,ZOOP.CLASSIFICATION,ZOOP.ORGANISM,ZOOP.LIFE,Entered_by,QAQC_by
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,36,9,Cladocera,Ceriodaphnia,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,38,9,Cladocera,Chydorus,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,37,4,Cladocera,Daphnia,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,63,0.04,63,0.12,,,,,None,N,N,45,1,Cladocera,Macrothrix,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,1,323,Microzooplankton & Nauplii,Rotifers,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,3,4,Microzooplankton & Nauplii,Copepod nauplii,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,10,4,Cyclopoids,Acanthocyclops vernalis adult,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,8,66,Cyclopoids,Cyclopoid copepodid,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,106,2,Cyclopoids,Eucyclops pectinifer,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,84,1,Cyclopoids,Microcyclops rubellus,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,64,9,Calanoids,Calanoid copepodids,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,81,1,Calanoids,Leptodiaptomus siciloides,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,23,1,Calanoids,Pseudodiaptomus forbesi adult,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,27,3,Calanoids,Sinocalanus doerrii adult,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,43,13,Cladocera,Alona,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,35,16,Cladocera,Bosmina,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,39,1,Cladocera,Camptocercus,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,36,9,Cladocera,Ceriodaphnia,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,38,85,Cladocera,Chydorus,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,37,5,Cladocera,Daphnia,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,94,1,Cladocera,Graptoleberis,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,45,2,Cladocera,Macrothrix,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,99,1,Cladocera,Moina,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,89,3,Cladocera,Pleuroxus,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,40,1,Cladocera,Scapholeberis,,,
1/6/2020,10:19,STTD,ES0120B0001,2010,47,0.2,47,0.3,,,,,None,N,N,103,1,Cladocera,Simocephalus,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,1,350,Microzooplankton & Nauplii,Rotifers,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,3,1,Microzooplankton & Nauplii,Copepod nauplii,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,6,1,Microzooplankton & Nauplii,Ostracods,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,10,5,Cyclopoids,Acanthocyclops vernalis adult,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,8,142,Cyclopoids,Cyclopoid copepodid,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,108,1,Cyclopoids,Diacyclops thomasi,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,125,2,Cyclopoids,Macrocyclops albidus,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,64,6,Calanoids,Calanoid copepodids,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,25,1,Calanoids,Eurytemora affinis adult,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,43,27,Cladocera,Alona,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,35,19,Cladocera,Bosmina,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,36,6,Cladocera,Ceriodaphnia,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,38,52,Cladocera,Chydorus,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,37,14,Cladocera,Daphnia,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,87,2,Cladocera,Leydigia,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,45,6,Cladocera,Macrothrix,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,95,5,Cladocera,Monospilus,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,103,4,Cladocera,Simocephalus,,,
1/27/2020,9:41,STTD,ES0120B0009 ,2009,70,0.8,70,1,,,,,High Detritus ,N,N,46,1,Harpacticoids,Harpacticoids,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,1,183,Microzooplankton & Nauplii,Rotifers,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,3,154,Microzooplankton & Nauplii,Copepod nauplii,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,10,3,Cyclopoids,Acanthocyclops vernalis adult,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,8,119,Cyclopoids,Cyclopoid copepodid,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,119,1,Cyclopoids,Paracyclops fimbriatus,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,131,1,Cyclopoids,Tropocyclops prasinus,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,64,4,Calanoids,Calanoid copepodids,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,43,5,Cladocera,Alona,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,92,3,Cladocera,Alonella,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,35,63,Cladocera,Bosmina,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,36,6,Cladocera,Ceriodaphnia,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,38,10,Cladocera,Chydorus,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,99,1,Cladocera,Moina,,,
11/13/2019,9:36,SHR,ES1119B0469,1990,,,,,58,1.2,58,0.3,High Detritus,N,N,46,1,Harpacticoids,Harpacticoids,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,1,164,Microzooplankton & Nauplii,Rotifers,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,3,215,Microzooplankton & Nauplii,Copepod nauplii,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,10,2,Cyclopoids,Acanthocyclops vernalis adult,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,8,63,Cyclopoids,Cyclopoid copepodid,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,108,1,Cyclopoids,Diacyclops thomasi,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,106,1,Cyclopoids,Eucyclops pectinifer,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,84,3,Cyclopoids,Microcyclops rubellus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,119,2,Cyclopoids,Paracyclops fimbriatus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,64,2,Calanoids,Calanoid copepodids,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,43,7,Cladocera,Alona,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,35,16,Cladocera,Bosmina,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,36,42,Cladocera,Ceriodaphnia,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,38,13,Cladocera,Chydorus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,37,4,Cladocera,Daphnia,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,95,1,Cladocera,Monospilus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,89,1,Cladocera,Pleuroxus,,,
11/25/2019,9:35,SHR,ES1119B0488,1996,,,,,71,2.2,71,0.5,"High Algae, High Detritus",N,Y,46,3,Harpacticoids,Harpacticoids,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,1,166,Microzooplankton & Nauplii,Rotifers,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,3,200,Microzooplankton & Nauplii,Copepod nauplii,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,10,2,Cyclopoids,Acanthocyclops vernalis adult,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,8,18,Cyclopoids,Cyclopoid copepodid,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,43,1,Cladocera,Alona,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,35,10,Cladocera,Bosmina,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,36,3,Cladocera,Ceriodaphnia,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,38,2,Cladocera,Chydorus,,,
12/10/2019,9:10,SHR,ES1219B0496,1999,,,,,118,0.4,117,0.3,High Detritus,N,Y,37,1,Cladocera,Daphnia,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,1,149,Microzooplankton & Nauplii,Rotifers,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,3,177,Microzooplankton & Nauplii,Copepod nauplii,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,8,11,Cyclopoids,Cyclopoid copepodid,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,43,1,Cladocera,Alona,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,35,1,Cladocera,Bosmina,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,36,3,Cladocera,Ceriodaphnia,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,38,7,Cladocera,Chydorus,,,
12/27/2019,9:40,SHR ,ES1219B0504,2003,,,,,82,0.49,82,0.49,High Algae,N,Y,37,3,Cladocera,Daphnia,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,1,132,Microzooplankton & Nauplii,Rotifers,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,3,186,Microzooplankton & Nauplii,Copepod nauplii,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,8,9,Cyclopoids,Cyclopoid copepodid,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,43,2,Cladocera,Alona,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,35,1,Cladocera,Bosmina,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,36,3,Cladocera,Ceriodaphnia,,,
1/7/2020,9:27,SHR,ES0120B0003,2005,,,,,109,0.62,104,0.28,High Detritus,N,Y,38,13,Cladocera,Chydorus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,1,140,Microzooplankton & Nauplii,Rotifers,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,3,163,Microzooplankton & Nauplii,Copepod nauplii,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,6,1,Microzooplankton & Nauplii,Ostracods,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,8,16,Cyclopoids,Cyclopoid copepodid,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,108,1,Cyclopoids,Diacyclops thomasi,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,43,11,Cladocera,Alona,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,35,3,Cladocera,Bosmina,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,36,1,Cladocera,Ceriodaphnia,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,38,2,Cladocera,Chydorus,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,37,4,Cladocera,Daphnia,,,
1/28/2020,9:30,SHR,ES0120B0011,2007,,,,,63,0.5,63,0.34,"High Detritus, High Silt ",N,Y,95,1,Cladocera,Monospilus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,1,43,Microzooplankton & Nauplii,Rotifers,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,3,253,Microzooplankton & Nauplii,Copepod nauplii,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,6,28,Microzooplankton & Nauplii,Ostracods,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,8,62,Cyclopoids,Cyclopoid copepodid,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,106,1,Cyclopoids,Eucyclops pectinifer,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,16,3,Cyclopoids,Limnoithona tetraspina,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,104,6,Cyclopoids,Mesocyclops edax,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,64,39,Calanoids,Calanoid copepodids,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,43,3,Cladocera,Alona,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,92,1,Cladocera,Alonella,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,39,1,Cladocera,Camptocercus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,36,2,Cladocera,Ceriodaphnia,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,38,8,Cladocera,Chydorus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,94,8,Cladocera,Graptoleberis,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,103,3,Cladocera,Simocephalus,,,
10/29/2019,10:20,STTD,ES1019B0459,1987,,,,,78,2.2,78,2,"High Algae, High Detritus",N,Y,46,4,Harpacticoids,Harpacticoids,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,1,38,Microzooplankton & Nauplii,Rotifers,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,3,290,Microzooplankton & Nauplii,Copepod nauplii,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,6,6,Microzooplankton & Nauplii,Ostracods,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,8,15,Cyclopoids,Cyclopoid copepodid,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,84,5,Cyclopoids,Microcyclops rubellus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,107,1,Cyclopoids,Paracyclops spp.,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,64,49,Calanoids,Calanoid copepodids,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,25,2,Calanoids,Eurytemora affinis adult,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,23,3,Calanoids,Pseudodiaptomus forbesi adult,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,43,3,Cladocera,Alona,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,35,3,Cladocera,Bosmina,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,39,1,Cladocera,Camptocercus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,36,1,Cladocera,Ceriodaphnia,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,38,10,Cladocera,Chydorus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,88,2,Cladocera,Picripleuroxus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,103,1,Cladocera,Simocephalus,,,
11/14/2019,10:31,STTD,ES1119B0467,1993,,,,,67,2.4,67,0.7,High Detritus,N,Y,46,2,Harpacticoids,Harpacticoids,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,1,68,Microzooplankton & Nauplii,Rotifers,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,3,256,Microzooplankton & Nauplii,Copepod nauplii,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,6,8,Microzooplankton & Nauplii,Ostracods,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,10,1,Cyclopoids,Acanthocyclops vernalis adult,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,8,25,Cyclopoids,Cyclopoid copepodid,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,106,1,Cyclopoids,Eucyclops pectinifer,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,84,3,Cyclopoids,Microcyclops rubellus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,64,74,Calanoids,Calanoid copepodids,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,25,1,Calanoids,Eurytemora affinis adult,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,43,9,Cladocera,Alona,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,35,1,Cladocera,Bosmina,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,39,2,Cladocera,Camptocercus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,38,28,Cladocera,Chydorus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,94,5,Cladocera,Graptoleberis,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,44,1,Cladocera,Ilyocryptus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,89,5,Cladocera,Pleuroxus,,,
11/26/2019,9:57,STTD,ES1119B0486,1994,,,,,45,2.4,45,0.8,High Detritus,N,Y,46,2,Harpacticoids,Harpacticoids,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,1,270,Microzooplankton & Nauplii,Rotifers,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,3,152,Microzooplankton & Nauplii,Copepod nauplii,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,10,2,Cyclopoids,Acanthocyclops vernalis adult,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,8,1,Cyclopoids,Cyclopoid copepodid,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,108,2,Cyclopoids,Diacyclops thomasi,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,107,1,Cyclopoids,Paracyclops spp.,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,64,201,Calanoids,Calanoid copepodids,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,43,2,Cladocera,Alona,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,35,89,Cladocera,Bosmina,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,36,5,Cladocera,Ceriodaphnia,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,38,11,Cladocera,Chydorus,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,37,5,Cladocera,Daphnia,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,41,1,Cladocera,Diaphanosoma,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,44,2,Cladocera,Ilyocryptus,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,45,4,Cladocera,Macrothrix,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,99,1,Cladocera,Moina,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,?,1,Jellyfish,#N/A,,,
12/9/2019,10:30,STTD,ES1219B0494,1997,,,,,69,0.22,69,0.02,none,N,N,46,4,Harpacticoids,Harpacticoids,,,
12/26/2019,10:15,STTD,ES1219B0502,2001,,,,,62,0.7,62,0.1,none,N,N,1,221,Microzooplankton & Nauplii,Rotifers,,,
