MethodCode,SampleDate,SampleTime,StationCode,Depth_m,Volume-Received_mL,Volume_Analyzed_mL,Percent_of_Sample_Counted,Field-of-view_mm²,Slide_Chamber_Area_mm²,Area_Counted,Number_of_Fields_Counted,Factor,BSA_TIN,Taxon,Diatom_SoftBody,Genus,Species,Synonym,Unit_Abundance,Number_of_cells_per_unit,GALD1,GALD2,GALD3,Colony_Filament_Individual_Group_Code,BSA#,Taxonomist,Comments,Shape,Biovolume1,Biovolume2,Biovolume3,Biovolume4,Biovolume5,Biovolume6,Biovolume7,Biovolume8,Biovolume9,Biovolume10,Dimension,Measurement_average,Measurement1,Measurement2,Measurement3,Measurement4,Measurement5,Measurement6,Measurement7,Measurement8,Measurement9,Measurement10,Measurement11,Measurement12,Measurement13,Measurement14,Measurement15,Measurement16,Measurement17,Measurement18,Measurement19,Measurement20,Measurement21,Measurement22,Measurement23,Measurement24,Measurement25
Phyto,7/14/2020,8:45,I80,,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1471,Merismopedia tenuissima,Soft Body,Merismopedia,tenuissima,,1,8,1.8,,,i,BSA.YOLO-29,LA,,cube,5.83,,,,,,,,,,Length,1.8,1.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:45,I80,,60.0,1,1.67%,0.0683,314.159,1.1611,17,270.57,1538,Euglena acus,Soft Body,Euglena,acus,,1,1,92.6,,,i,BSA.YOLO-29,LA,,half ellipsoid + cone on an elliptic base,12291.00,,,,,,,,,,Length,92.6,92.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,12,12,4.5,,,i,BSA.YOLO-21,LA,,sphere,38.79,,,,,,,,,,Length,4.2,4.0,4.5,4.0,4.0,4.5,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,4,4,22,,,i,BSA.YOLO-21,LA,,2 cones,23.92,,,,,,,,,,Length,20.3,22.0,22.0,22.0,15.0,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1140,Monoraphidium tortile,Soft Body,Monoraphidium,tortile,,2,2,37,,,i,BSA.YOLO-21,LA,,2 cones,58.19,,,,,,,,,,Length,34.3,31.5,37.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1160,Oocystis parva,Soft Body,Oocystis,parva,,3,3,9.3,,,i,BSA.YOLO-21,LA,,prolate spheroid,117.81,,,,,,,,,,Length,9.0,9.3,8.3,9.3,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1804,Raphidocelis sp.,Soft Body,Raphidocelis,sp.,,1,1,6,,,i,BSA.YOLO-21,LA,,2 cones,3.14,,,,,,,,,,Length,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1393,cf. Aphanizomenon sp.,Soft Body,Aphanizomenon,sp.,,1,54,7.4,,,i,BSA.YOLO-21,LA,,cylinder,74.14,,,,,,,,,,Length,5.9,6.3,4.5,7.4,5.6,5.6,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1423,Chroococcus sp.,Soft Body,Chroococcus,sp.,,3,4,4,,,i,BSA.YOLO-21,LA,,sphere,28.73,,,,,,,,,,Length,3.8,4.0,4.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,421,842,0.8,0.8,0.8,c,BSA.YOLO-21,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1955,Trachelomonas cf. oblonga,Soft Body,Trachelomonas,oblonga,,1,1,22.2,,,i,BSA.YOLO-21,LA,,ellipsoid,3766.14,,,,,,,,,,Length,22.2,22.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,10:12,LIS,,60.0,8,13.33%,0.0683,314.159,2.3905,35,16.43,1647,Goniochloris mutica,Soft Body,Goniochloris,mutica,,1,1,13,,,i,BSA.YOLO-21,LA,,prism on triangle,360.75,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,91,Aulacoseira cf. granulata,Diatom,Aulacoseira,granulata,,25,25,29.6,,,i,BSA.YOLO-22,LA,,cylinder,310.74,,,,,,,,,,Length,28.9,29.6,29.6,29.6,27.8,27.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,95,Aulacoseira sp. ,Diatom,Aulacoseira,sp.,,2,2,18.5,,,i,BSA.YOLO-22,LA,,cylinder,189.24,,,,,,,,,,Length,17.6,18.5,16.7,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,175,Cyclotella atomus,Diatom,Cyclotella,atomus,,2,2,5.6,,,i,BSA.YOLO-22,LA,,cylinder,47.14,,,,,,,,,,Length,3.1,3.7,2.8,2.8,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,8,8,11.1,,,i,BSA.YOLO-22,LA,,cylinder,373.27,,,,,,,,,,Length,6.0,7.4,6.2,4.2,7.4,5.0,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,32,32,11.1,,,i,BSA.YOLO-22,LA,,cylinder,412.15,,,,,,,,,,Length,6.2,6.2,6.2,4.2,7.4,6.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,16.7,,,i,BSA.YOLO-22,LA,,cylinder,2431.34,,,,,,,,,,Length,11.1,11.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1955,Nitzschia exilis,Diatom,Nitzschia,exilis,,2,2,61.1,,,i,BSA.YOLO-22,LA,,prism on parallelogram,175.97,,,,,,,,,,Length,61.1,61.1,61.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,7,7,5.2,,,i,BSA.YOLO-22,LA,,sphere,73.62,,,,,,,,,,Length,5.2,4.5,4.5,4.5,6.3,6.3,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1957,Desmodesmus communis,Soft Body,Desmodesmus,communis,,1,4,7.4,,,c,BSA.YOLO-22,LA,,prolate spheroid,15.50,,,,,,,,,,Length,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,3,3,18,,,i,BSA.YOLO-22,LA,,2 cones,30.54,,,,,,,,,,Length,18.0,18.0,18.0,18.0,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,1,1,12.6,,,i,BSA.YOLO-22,LA,,2 cones,21.38,,,,,,,,,,Length,12.6,12.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1956,Scenedesmus ecornis,Soft Body,Scenedesmus,ecornis,,1,2,11.1,,,c,BSA.YOLO-22,LA,,prolate spheroid,129.08,,,,,,,,,,Length,10.7,11.1,10.2,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1274,Tetraedron minimum,Soft Body,Tetraedron,minimum,,1,1,5.6,,,i,BSA.YOLO-22,LA,,box,87.81,,,,,,,,,,Length,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,317,634,0.8,0.8,0.8,c,BSA.YOLO-22,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1503,Planktothrix sp.,Soft Body,Planktothrix,sp.,,2,311,4,,,f,BSA.YOLO-22,LA,,cylinder,35.19,,,,,,,,,,Length,2.8,2.8,3.7,2.8,2.0,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1507,Pseudanabaena limnetica,Soft Body,Pseudanabaena,limnetica,,3,51,6.3,,,f,BSA.YOLO-22,LA,,cylinder,16.65,,,,,,,,,,Length,5.3,5.6,6.3,5.6,4.5,4.5,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1958,Lepocinclis caudata,Soft Body,Lepocinclis,caudata,,1,1,46.3,,,i,BSA.YOLO-22,LA,,2 cones,10088.80,,,,,,,,,,Length,46.3,46.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,9:42,RCS,,62.0,1,1.61%,0.0683,314.159,2.2539,33,139.38,1596,Trachelomonas volvocina,Soft Body,Trachelomonas,volvocina,,1,1,20.4,,,i,BSA.YOLO-22,LA,,ellipsoid,3460.78,,,,,,,,,,Length,20.4,20.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,3,3,14.8,,,i,BSA.YOLO-35,LA,,cylinder,1321.93,,,,,,,,,,Length,9.1,7.4,9.9,9.9,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,3,3,7.4,,,i,BSA.YOLO-35,LA,,cylinder,184.73,,,,,,,,,,Length,4.8,4.2,5.6,4.5,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1974,Navicula cf. winona,Diatom,Navicula,winona,,1,1,51,,,i,BSA.YOLO-35,LA,,elliptic prism,2607.60,,,,,,,,,,Length,51.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1955,Nitzschia exilis,Diatom,Nitzschia,exilis,,1,1,31.5,,,i,BSA.YOLO-35,LA,,prism on parallelogram,123.48,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,719,Nitzschia liebetruthii,Diatom,Nitzschia,liebetruthii,,1,1,8.3,,,i,BSA.YOLO-35,LA,,prism on parallelogram,56.81,,,,,,,,,,Length,8.3,8.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1937,Planothidium joursacence,Diatom,Planothidium,joursacence,,1,1,9.3,,,i,BSA.YOLO-35,LA,,elliptic prism,216.28,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,7.4,,,i,BSA.YOLO-35,LA,,sphere,73.62,,,,,,,,,,Length,5.2,4.5,4.5,4.0,5.6,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1040,Chlorococcum sp.,Soft Body,Chlorococcum,sp.,,6,6,11.1,,,i,BSA.YOLO-35,LA,,sphere,407.72,,,,,,,,,,Length,9.2,11.1,10.2,9.3,6.3,9.3,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1661,Chlorolobion braunii,Soft Body,Chlorolobion,braunii,,1,1,18.5,,,i,BSA.YOLO-35,LA,,cylinder + 2 cones,218.81,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1059,Coelastrum microporum,Soft Body,Coelastrum,microporum,,1,2,6.3,,,c,BSA.YOLO-35,LA,,sphere,113.10,,,,,,,,,,Length,6.0,5.6,6.3,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1957,Desmodesmus communis,Soft Body,Desmodesmus,communis,,1,4,7.4,,,c,BSA.YOLO-35,LA,,prolate spheroid,19.11,,,,,,,,,,Length,6.9,6.3,7.4,7.4,6.3,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1113,Kirchneriella obesa,Soft Body,Kirchneriella,obesa,,1,1,13,,,i,BSA.YOLO-35,LA,,2 cones,61.26,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1134,Monoraphidium contortum,Soft Body,Monoraphidium,contortum,,2,2,16,,,i,BSA.YOLO-35,LA,,2 cones,17.67,,,,,,,,,,Length,15.0,16.0,14.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1704,Monoraphidium minutum,Soft Body,Monoraphidium,minutum,,8,8,7.4,,,i,BSA.YOLO-35,LA,,2 cones,12.55,,,,,,,,,,Length,7.4,7.4,7.4,7.4,7.4,7.4,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1162,cf. Oocystis sp.,Soft Body,Oocystis,sp.,,1,1,13,,,i,BSA.YOLO-35,LA,,prolate spheroid,372.74,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1289,Tetrastrum staurogeniaeforme,Soft Body,Tetrastrum,staurogeniaeforme,,1,4,4,,,c,BSA.YOLO-35,LA,,sphere,33.51,,,,,,,,,,Length,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,374,748,0.8,0.8,0.8,c,BSA.YOLO-35,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1976,Phacus caudatus,Soft Body,Phacus,caudatus,,1,1,40,,,i,BSA.YOLO-35,LA,,elliptic prism,5301.43,,,,,,,,,,Length,40.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1975,Trachelomonas cf. oblonga,Soft Body,Trachelomonas,oblonga,,1,1,9.3,,,i,BSA.YOLO-35,LA,,ellipsoid,193.27,,,,,,,,,,Length,9.3,9.3,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,11:41,RD22,,63.0,1,1.59%,0.0683,314.159,1.6392,24,191.65,1977,Chimonodinium lomnickii,Soft Body,Chimonodinium,lomnickii,,2,2,27.8,,,i,BSA.YOLO-35,LA,,ellipsoid,7327.36,,,,,,,,,,Length,26.0,27.8,24.1,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,1,1,13,,,i,BSA.YOLO-16,CT,High sediment and detritus.,elliptic prism,265.87,,,,,,,,,,Length,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,190,cf. Cyclotella sp.,Diatom,Cyclotella,sp.,,11,11,7.4,,,i,BSA.YOLO-16,CT,High sediment and detritus.,cylinder,127.81,,,,,,,,,,Length,4.1,4.0,4.6,3.7,4.6,3.7,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,664,Nitzschia acicularis,Diatom,Nitzschia,acicularis,,1,1,55.6,,,i,BSA.YOLO-16,CT,High sediment and detritus.,prism on parallelogram,134.55,,,,,,,,,,Length,55.6,55.6,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,749,Nitzschia sp.,Diatom,Nitzschia,sp.,,1,1,25.9,,,i,BSA.YOLO-16,CT,High sediment and detritus.,prism on parallelogram,134.16,,,,,,,,,,Length,25.9,25.9,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,6,6,3,,,i,BSA.YOLO-16,CT,High sediment and detritus.,sphere,14.14,,,,,,,,,,Length,3.0,1.9,3.7,2.8,3.7,2.8,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,1774,Desmodesmus sp.,Soft Body,Desmodesmus,sp.,,1,4,4.6,,,c,BSA.YOLO-16,CT,High sediment and detritus.,prolate spheroid,10.62,,,,,,,,,,Length,4.6,4.6,4.6,4.6,4.6,,,,,,,,,,,,,,,,,,,,,
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,397,805,0.8,0.8,0.8,c,BSA.YOLO-16,CT,High sediment and detritus.,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/14/2020,8:32,RMB,,64.0,1,1.56%,0.0683,314.159,0.5464,8,574.96,1561,Phacus sp. ,Soft Body,Phacus,sp.,,1,1,14.8,,,i,BSA.YOLO-16,CT,High sediment and detritus.,elliptic prism,423.11,,,,,,,,,,Length,14.8,14.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:15,BL5,,56.0,2,3.57%,0.0683,314.159,1.8441,27,85.18,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,6,6,22.2,,,i,BSA.YOLO-19,LA,,elliptic prism,979.11,,,,,,,,,,Length,19.4,22.2,19.0,18.5,19.0,18.5,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:15,BL5,,56.0,2,3.57%,0.0683,314.159,1.8441,27,85.18,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.3,,,i,BSA.YOLO-19,LA,,cylinder,130.92,,,,,,,,,,Length,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:15,BL5,,56.0,2,3.57%,0.0683,314.159,1.8441,27,85.18,540,Melosira varians,Diatom,Melosira,varians,,1,1,31.5,,,i,BSA.YOLO-19,LA,,cylinder,19396.18,,,,,,,,,,Length,31.5,31.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,11:15,BL5,,56.0,2,3.57%,0.0683,314.159,1.8441,27,85.18,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,394,788,0.8,0.8,0.8,c,BSA.YOLO-19,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,83,cf. Anomoeoneis sp.,Diatom,Anomoeoneis,sp.,,1,1,64.8,,,i,BSA.YOLO-34,LA,,elliptic prism,20544.79,,,,,,,,,,Length,64.8,64.8,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,4,4,20.4,,,i,BSA.YOLO-34,LA,,elliptic prism,767.18,,,,,,,,,,Length,17.6,14.8,18.5,16.7,20.4,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,1,1,6.3,,,i,BSA.YOLO-34,LA,,cylinder,130.92,,,,,,,,,,Length,4.2,4.2,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,1973,Gomphonema louisiananum,Diatom,Gomphonema,louisiananum,,1,1,12.2,,,i,BSA.YOLO-34,LA,,gomphonemoid,167.03,,,,,,,,,,Width,4.5,4.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,681,Nitzschia brevissima,Diatom,Nitzschia,brevissima,,1,1,24.1,,,i,BSA.YOLO-34,LA,,prism on parallelogram,377.89,,,,,,,,,,Length,24.1,24.1,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,1967,Nitzschia desertorum ,Diatom,Nitzschia,desertorum ,,1,1,16.7,,,i,BSA.YOLO-34,LA,,prism on parallelogram,114.31,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,870,cf. Pseudostaurosira sp.,Diatom,Pseudostaurosira,sp.,,1,1,16.7,,,i,BSA.YOLO-34,LA,,box,411.32,,,,,,,,,,Length,16.7,16.7,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,1037,Chlorella sp.,Soft Body,Chlorella,sp.,,1,1,7.4,,,i,BSA.YOLO-34,LA,,sphere,212.17,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,10:40,LIB,,57.0,3,5.26%,0.0683,314.159,2.049,30,51.11,1419,Eucapsis microscopica,Soft Body,Eucapsis,microscopica,,390,780,0.8,0.8,0.8,c,BSA.YOLO-34,LA,,sphere,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,Length,0.8,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,145,Cocconeis placentula,Diatom,Cocconeis,placentula,,2,2,22.2,,,i,BSA.YOLO-32,LA,,elliptic prism,1409.21,,,,,,,,,,Length,20.6,22.2,19.0,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,182,Cyclotella meneghiniana,Diatom,Cyclotella,meneghiniana,,2,2,8.3,,,i,BSA.YOLO-32,LA,,cylinder,274.49,,,,,,,,,,Length,5.6,5.6,5.6,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,190,Cyclotella sp.,Diatom,Cyclotella,sp.,,6,6,24.1,,,i,BSA.YOLO-32,LA,,cylinder,1109.74,,,,,,,,,,Length,8.9,16.0,8.7,7.4,7.4,5.0,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,702,Nitzschia fonticola,Diatom,Nitzschia,fonticola,,1,1,18.5,,,i,BSA.YOLO-32,LA,,prism on parallelogram,126.63,,,,,,,,,,Length,18.5,18.5,,,,,,,,,,,,,,,,,,,,,,,,
Phyto,7/27/2020,9:00,RVB,,58.0,3,5.17%,0.0683,314.159,2.049,30,51.11,1972,Tetraedron minutum,Soft Body,Tetraedron,minutum,,1,1,7.4,,,i,BSA.YOLO-32,LA,,box,109.52,,,,,,,,,,Length,7.4,7.4,,,,,,,,,,,,,,,,,,,,,,,,
