StationCode,DateTime,Analyte,Result,Units,Method,Depth,Purpose,Analyte.Unit,Sampling.Date,Sampling.Time,Region,date,WaterTemperature,SecchiDiskDepth,EC,SpCnd,pH,DO,Turbidity
BL5,8/21/2019 11:35,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.6,1.1,148,158,8.24,8.09,8.5
LIB,8/21/2019 10:55,TOP,0.08,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DOP,0.092,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DisNitrateNitrite,0.108,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DON,0.19,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,TKN,0.219,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,VSS,1,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,TOC,2.1,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DOC,2.3,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,TSS,4,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DisChloride,5.26,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DisCalcium,10.8,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DisSilica,14.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,TDS,83,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
LIB,8/21/2019 10:55,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.2,133,142,7.87,8.61,5.7
RVB,8/21/2019 9:30,TOP,0.059,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DOP,0.075,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DisAmmonia,0.138,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DON,0.14,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DisNitrateNitrite,0.173,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,TKN,0.346,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,TOC,1.8,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DOC,2.3,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,TSS,4,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,TSS,4,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DisChloride,4.38,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DisCalcium,10.5,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,DisSilica,15.4,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,TDS,80,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RVB,8/21/2019 9:30,VSS,NA,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Lower Sac River,8/21/2019,21.8,1.8,124,132,7.59,8.03,4.9
RYI,8/21/2019 10:20,DOP,0.07,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,TOP,0.07,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DON,0.1,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DisAmmonia,0.146,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DisNitrateNitrite,0.152,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,TKN,0.273,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,VSS,1,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DOC,1.9,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,TOC,1.9,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,TSS,4,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DisChloride,4.3,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DisCalcium,10.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,DisSilica,15.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
RYI,8/21/2019 10:20,TDS,80,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),21-Aug,Before,Cache Slough Complex,8/21/2019,21.7,1.69,123,131,7.59,8.13,4.9
STTD,8/21/2019 12:20,DOP,0.222,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DOP,0.224,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Duplicate Sample,DOP (mg/L as P),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TOP,0.237,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TOP,0.244,mg/L as P,EPA 365.4 [1]*,1,Duplicate Sample,TOP (mg/L as P),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DON,0.28,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DON,0.28,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Duplicate Sample,DON (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TKN,0.399,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TKN,0.422,mg/L as N,EPA 351.2 [1]*,1,Duplicate Sample,TKN (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,VSS,2,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,VSS,2,mg/L,EPA 160.4 [1]*,1,Duplicate Sample,VSS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DOC,3.3,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TOC,3.4,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Duplicate Sample,TOC (mg/L as C),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DOC,3.4,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Duplicate Sample,DOC (mg/L as C),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TOC,3.5,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisChloride,7.66,mg/L,EPA 300.0 28d Hold [1]*,1,Duplicate Sample,DisChloride (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisChloride,7.66,mg/L,EPA 300.0 28d Hold [1]*,1,Duplicate Sample,DisChloride (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisChloride,7.67,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisChloride,7.67,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisCalcium,12.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisCalcium,12.4,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisCalcium (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisSilica,14,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisSilica,14,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisSilica (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TSS,22,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TSS,24,mg/L,EPA 160.2 [1]*,1,Duplicate Sample,TSS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TDS,109,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,TDS,113,mg/L,Std Method 2540 C [1]*,1,Duplicate Sample,TDS (mg/L),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisNitrateNitrite,NA,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Duplicate Sample,DisAmmonia (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
STTD,8/21/2019 12:20,DisNitrateNitrite,NA,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Duplicate Sample,DisNitrateNitrite (mg/L as N),21-Aug,Before,Lower Yolo Bypass,8/21/2019,23.9,0.32,187,192,8.55,8.07,22.3
I80,9/3/2019 9:50,DOP,0.091,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TOP,0.23,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DisNitrateNitrite,0.273,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DON,0.44,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TKN,0.698,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DOC,5.5,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TOC,5.7,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,VSS,7,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,VSS,8,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DisChloride,20,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DisSilica,22.2,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DisCalcium,31.7,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TSS,70,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TSS,70,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,TDS,308,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
I80,9/3/2019 9:50,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),4-Sep,During,Central Yolo Bypass,9/3/2019,24.1,0.22,521,530,7.84,4.79,42.2
LIS,9/3/2019 11:18,DOP,0.105,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Normal Sample,DOP (mg/L as P),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DOP,0.131,mg/L as P,EPA 365.1 (DWR Modified) [1]*,1,Duplicate Sample,DOP (mg/L as P),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TOP,0.244,mg/L as P,EPA 365.4 [1]*,1,Duplicate Sample,TOP (mg/L as P),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TOP,0.248,mg/L as P,EPA 365.4 [1]*,1,Normal Sample,TOP (mg/L as P),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisNitrateNitrite,0.337,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Duplicate Sample,DisNitrateNitrite (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisNitrateNitrite,0.344,mg/L as N,Std Method 4500-NO3-F (28Day) [1]*,1,Normal Sample,DisNitrateNitrite (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DON,0.45,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Normal Sample,DON (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DON,0.56,mg/L as N,EPA 351.2/EPA 350.1 (Dissolved [1]*,1,Duplicate Sample,DON (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TKN,0.698,mg/L as N,EPA 351.2 [1]*,1,Normal Sample,TKN (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TKN,0.743,mg/L as N,EPA 351.2 [1]*,1,Duplicate Sample,TKN (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DOC,5.7,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Normal Sample,DOC (mg/L as C),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DOC,5.8,mg/L as C,EPA 415.3 (D) [PS-3]*,1,Duplicate Sample,DOC (mg/L as C),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TOC,5.8,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Duplicate Sample,TOC (mg/L as C),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TOC,6,mg/L as C,EPA 415.3 (T) [PS-3]*,1,Normal Sample,TOC (mg/L as C),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,VSS,7,mg/L,EPA 160.4 [1]*,1,Normal Sample,VSS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,VSS,7,mg/L,EPA 160.4 [1]*,1,Duplicate Sample,VSS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisChloride,21.1,mg/L,EPA 300.0 28d Hold [1]*,1,Normal Sample,DisChloride (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisChloride,21.1,mg/L,EPA 300.0 28d Hold [1]*,1,Duplicate Sample,DisChloride (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisSilica,22.1,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisSilica (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisSilica,22.3,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisSilica (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisCalcium,31.7,mg/L,EPA 200.7 (D) [1]*,1,Duplicate Sample,DisCalcium (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisCalcium,31.8,mg/L,EPA 200.7 (D) [1]*,1,Normal Sample,DisCalcium (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TSS,56,mg/L,EPA 160.2 [1]*,1,Duplicate Sample,TSS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TSS,60,mg/L,EPA 160.2 [1]*,1,Normal Sample,TSS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TDS,311,mg/L,Std Method 2540 C [1]*,1,Normal Sample,TDS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,TDS,311,mg/L,Std Method 2540 C [1]*,1,Duplicate Sample,TDS (mg/L),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
LIS,9/3/2019 11:18,DisAmmonia,NA,mg/L as N,EPA 350.1 [1]*,1,Normal Sample,DisAmmonia (mg/L as N),4-Sep,During,Lower Yolo Bypass,9/3/2019,24.4,0.22,533,540,7.86,4.51,39.5
