Date,Year,Month,DateTime,Time,StationCode,WaterTemp,Secchi,EC,SpCnd,pH,DO,Turbidity,FlowMeterSpeed,StartMeter,EndMeter,VolMeso,SubMeso,VolMicro,SubMicro,Subsample,OrganismID,Classification,Organism,Phylum,Subphylum,Class,Subclass,Infraclass,Superorder,Order,Suborder,Infraorder,Superfamily,Family,Genus,Species,TaxonName,TaxonRank,CommonName,LifeStage,Count,CPUEZoop,WYType,FlowPulseType,NetFlowDays,SamplePeriod
9/4/2019,2019,9,9/4/2019 10:50,10:50:00,LIB,22.2,1.55,140,147,7.57,7.85,4.1,Low,848500,852261,43,0.2,43,14,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,99,7.157171042,W,MA-Ag,26,During
9/4/2019,2019,9,9/4/2019 10:50,10:50:00,LIB,22.2,1.55,140,147,7.57,7.85,4.1,Low,848500,852261,43,0.2,43,14,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,189,13.66369017,W,MA-Ag,26,During
9/4/2019,2019,9,9/4/2019 10:50,10:50:00,LIB,22.2,1.55,140,147,7.57,7.85,4.1,Low,848500,852261,43,0.2,43,14,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,32,2.313429024,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,195,1280.600993,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,23,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Species,Pseudodiaptomus forbesi,adult,22,144.4780607,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,80,Calanoids,Skistodiaptomus pallidus adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Diaptomidae,Skistodiaptomus,pallidus,Skistodiaptomus pallidus,Species,Skistodiaptomus pallidus,adult,1,6.567184579,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,1,6.567184579,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,4,26.26873831,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,39,Cladocera,Camptocercus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Genus,Camptocercus sp.,NA,3,19.70155374,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,4,26.26873831,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,1,6.567184579,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,1,6.567184579,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,2,13.13436916,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,125,Cyclopoids,Macrocyclops albidus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Macrocyclops,albidus,Macrocyclops albidus,Species,Macrocyclops albidus,NA,2,13.13436916,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,2,1.459374351,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,12,8.756246105,W,MA-Ag,26,During
9/18/2019,2019,9,9/18/2019 10:12,10:12:00,LIB,20,1.4,160,177,7.6,8.15,6.2,Low,804425,807795,75,0.3,75,2.7,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,4,2.918748702,W,MA-Ag,26,During
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,208,1290.654309,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,23,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Species,Pseudodiaptomus forbesi,adult,18,111.6912383,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,1,6.205068793,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,39,Cladocera,Camptocercus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Eurycercidae,Camptocercus,NA,Camptocercus sp.,Genus,Camptocercus sp.,NA,1,6.205068793,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,2,12.41013759,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,40,7.521295507,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,11,2.068356264,W,MA-Ag,26,After
10/2/2019,2019,10,10/2/2019 10:20,10:20:00,LIB,17.5,1.6,133,155,7.65,8.79,7.4,Low,769617,770901,45,0.5,45,16.5,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,3,0.564097163,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,243,2781.689546,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,23,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Species,Pseudodiaptomus forbesi,adult,3,34.34184625,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,1,11.44728208,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,1,11.44728208,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,1,11.44728208,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,227,1299.266517,W,MA-Ag,26,After
10/16/2019,2019,10,10/16/2019 10:40,10:40:00,LIB,16.1,1.5,122,147,7.7,9.2,5.8,Low,744631,745327,36,0.4,36,0.8,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,3,17.17092313,W,MA-Ag,26,After
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,146,15761.88369,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,27,Calanoids,Sinocalanus doerrii adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Species,Sinocalanus doerrii,adult,1,107.9581075,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,7,755.7067522,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,92,9932.145887,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,16,1727.329719,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,84,Cyclopoids,Microcyclops rubellus,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Microcyclops,rubellus,Microcyclops rubellus,Species,Microcyclops rubellus,NA,1,107.9581075,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,133,1872.838473,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,7,98.57044594,W,MA-Ag,26,Before
8/6/2019,2019,8,8/6/2019 11:28,11:28:00,LIS,25.1,0.21,527,526,7.98,5.31,49.9,Low,890556,890720,60,0.3,60,2.3,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,199,2802.216963,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,63,166.5805207,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,23,Calanoids,Pseudodiaptomus forbesi adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Pseudodiaptomidae,Pseudodiaptomus,forbesi,Pseudodiaptomus forbesi,Species,Pseudodiaptomus forbesi,adult,2,5.288270497,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,27,Calanoids,Sinocalanus doerrii adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,Centropagidae,Sinocalanus,doerrii,Sinocalanus doerrii,Species,Sinocalanus doerrii,adult,1,2.644135248,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,4,10.57654099,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,50,132.2067624,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,2,5.288270497,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,1,2.644135248,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,37,Cladocera,Daphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Daphnia,NA,Daphnia sp.,Genus,Daphnia,NA,4,10.57654099,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,41,Cladocera,Diaphanosoma,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Ctenopoda,NA,Sididae,Diaphanosoma,NA,Diaphanosoma sp.,Genus,Diaphanosoma sp.,NA,84,222.1073609,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,44,Cladocera,Ilyocryptus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Ilyocryptidae,Ilyocryptus,NA,Ilyocryptus sp.,Genus,Ilyocryptus sp.,NA,3,7.932405745,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,99,Cladocera,Moina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Moinidae,Moina,NA,Moina sp.,Genus,Moina sp.,NA,2,5.288270497,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,103,Cladocera,Simocephalus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Simocephalus,NA,Simocephalus sp.,Genus,Simocephalus sp.,NA,1,2.644135248,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,10,Cyclopoids,Acanthocyclops vernalis adult,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Acanthocyclops,vernalis,Acanthocyclops vernalis,Species,Acanthocyclops vernalis,adult,3,7.932405745,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,8,Cyclopoids,Cyclopoid copepodid,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,NA,NA,NA,Cyclopoida,Order,Cyclopoid,copepodid,14,37.01789348,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,90,Cyclopoids,Eucyclops spp.,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Podoplea,Cyclopoida,NA,NA,NA,Cyclopidae,Eucyclops,NA,Eucyclops sp.,Genus,Eucyclops sp.,NA,2,5.288270497,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,3,Microzooplankton_Nauplii,Copepod nauplii,Arthropoda,Crustacea,Hexanauplia,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Copepoda,Subclass,Copepod,nauplius,1,3.966202873,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,6,Microzooplankton_Nauplii,Ostracods,Arthropoda,Crustacea,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ostracoda,Class,Ostracod,NA,9,35.69582585,W,MA-Ag,26,Before
8/20/2019,2019,8,8/20/2019 11:23,11:23:00,LIS,24.1,0.25,449,458,8.31,7.86,47.8,Low,929512,931000,40,0.9,40,0.6,1,1,Microzooplankton_Nauplii,Rotifers,Rotifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rotifera,Phylum,Rotifer,NA,422,1673.737612,W,MA-Ag,26,Before
9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,64,Calanoids,Calanoid copepodids,Arthropoda,Crustacea,Hexanauplia,Copepoda,Neocopepoda,Gymnoplea,Calanoida,NA,NA,NA,NA,NA,NA,Calanoida,Order,Calanoid,copepodid,9,43.08464518,W,MA-Ag,26,During
9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,43,Cladocera,Alona,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Alona,NA,Alona sp.,Genus,Alona sp.,NA,17,81.38210757,W,MA-Ag,26,During
9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,35,Cladocera,Bosmina,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Bosminidae,Bosmina,longirostris,Bosmina longirostris,Species,Bosmina longirostris,NA,32,153.1898495,W,MA-Ag,26,During
9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,36,Cladocera,Ceriodaphnia,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Daphniidae,Ceriodaphnia,NA,Ceriodaphnia sp.,Genus,Ceriodaphnia sp.,NA,29,138.8283011,W,MA-Ag,26,During
9/3/2019,2019,9,9/3/2019 11:18,11:18:00,LIS,24.4,0.22,533,540,7.86,4.51,39.5,Low,926687,928200,90,1.1,90,4,1,38,Cladocera,Chydorus,Arthropoda,Crustacea,Branchiopoda,Phyllopoda,NA,NA,Diplostraca,Cladocera,Anomopoda,NA,Chydoridae,Chydorus,NA,Chydorus sp.,Genus,Chydorus sp.,NA,4,19.14873119,W,MA-Ag,26,During
