"","X","Station.Code","Date","Time","Classification","Organism","Count","Subsample","VolMeso","SubMeso","VolMicro","SubMicro","StartMeter","EndMeter","FlowMeterSpeed","CPUE"
"927",927,"I80","2019-09-17","09:13:00","Calanoids","Calanoid copepodid",12,1,103,9,103,1.9,922205,925000,"Low",4.34973965713159
"939",939,"I80","2019-09-17","09:13:00","Calanoids","Skistodiaptomus pallidus",1,1,103,9,103,1.9,922205,925000,"Low",0.362478304760966
"942",942,"I80","2019-09-17","09:13:00","Cladocera","Alona",6,1,103,9,103,1.9,922205,925000,"Low",2.17486982856579
"944",944,"I80","2019-09-17","09:13:00","Cladocera","Bosmina",7,1,103,9,103,1.9,922205,925000,"Low",2.53734813332676
"946",946,"I80","2019-09-17","09:13:00","Cladocera","Ceriodaphnia",20,1,103,9,103,1.9,922205,925000,"Low",7.24956609521931
"947",947,"I80","2019-09-17","09:13:00","Cladocera","Chydorus",15,1,103,9,103,1.9,922205,925000,"Low",5.43717457141448
"949",949,"I80","2019-09-17","09:13:00","Cladocera","Diaphanosoma",7,1,103,9,103,1.9,922205,925000,"Low",2.53734813332676
"950",950,"I80","2019-09-17","09:13:00","Cladocera","Disparalona",1,1,103,9,103,1.9,922205,925000,"Low",0.362478304760966
"953",953,"I80","2019-09-17","09:13:00","Cladocera","Ilyocryptus",5,1,103,9,103,1.9,922205,925000,"Low",1.81239152380483
"954",954,"I80","2019-09-17","09:13:00","Cladocera","Kurzia",4,1,103,9,103,1.9,922205,925000,"Low",1.44991321904386
"957",957,"I80","2019-09-17","09:13:00","Cladocera","Moina",4,1,103,9,103,1.9,922205,925000,"Low",1.44991321904386
"963",963,"I80","2019-09-17","09:13:00","Cladocera","Simocephalus",1,1,103,9,103,1.9,922205,925000,"Low",0.362478304760966
"964",964,"I80","2019-09-17","09:13:00","Harpacticoids","Harpacticoids",3,1,103,9,103,1.9,922205,925000,"Low",1.0874349142829
"981",981,"I80","2019-10-01","09:14:00","Microzooplankton_Nauplii","Rotifers",320,1,68,0.4,68,0.4,920014,920700,"Low",7020.10970506747
"982",982,"I80","2019-10-01","09:14:00","Microzooplankton_Nauplii","Copepod nauplii",34,1,68,0.4,68,0.4,920014,920700,"Low",745.886656163419
"983",983,"I80","2019-10-01","09:14:00","Microzooplankton_Nauplii","Ostracods",1,1,68,0.4,68,0.4,920014,920700,"Low",21.9378428283359
"987",987,"I80","2019-10-01","09:14:00","Cyclopoids","Cyclopoid copepodid",158,1,68,0.4,68,0.4,920014,920700,"Low",3466.17916687707
"996",996,"I80","2019-10-01","09:14:00","Cyclopoids","Microcyclops rubellus",2,1,68,0.4,68,0.4,920014,920700,"Low",43.8756856566717
"1008",1008,"I80","2019-10-01","09:14:00","Calanoids","Calanoid copepodid",19,1,68,0.4,68,0.4,920014,920700,"Low",416.819013738381
"1015",1015,"I80","2019-10-01","09:14:00","Calanoids","Pseudodiaptomus forbesi adult",1,1,68,0.4,68,0.4,920014,920700,"Low",21.9378428283359
"1022",1022,"I80","2019-10-01","09:14:00","Cladocera","Alona",3,1,68,0.4,68,0.4,920014,920700,"Low",65.8135284850076
"1025",1025,"I80","2019-10-01","09:14:00","Cladocera","Bosmina",14,1,68,0.4,68,0.4,920014,920700,"Low",307.129799596702
"1027",1027,"I80","2019-10-01","09:14:00","Cladocera","Ceriodaphnia",27,1,68,0.4,68,0.4,920014,920700,"Low",592.321756365068
"1034",1034,"I80","2019-10-01","09:14:00","Cladocera","Ilyocryptus",3,1,68,0.4,68,0.4,920014,920700,"Low",65.8135284850076
"1037",1037,"I80","2019-10-01","09:14:00","Cladocera","Macrothrix",3,1,68,0.4,68,0.4,920014,920700,"Low",65.8135284850076
"1038",1038,"I80","2019-10-01","09:14:00","Cladocera","Moina",1,1,68,0.4,68,0.4,920014,920700,"Low",21.9378428283359
"1063",1063,"I80","2019-10-15","14:24:00","Microzooplankton_Nauplii","Rotifers",375,1,49,1.2,49,1,914459,915000,"Low",3006.76300219507
"1064",1064,"I80","2019-10-15","14:24:00","Microzooplankton_Nauplii","Copepod nauplii",2,1,49,1.2,49,1,914459,915000,"Low",16.0360693450404
"1065",1065,"I80","2019-10-15","14:24:00","Microzooplankton_Nauplii","Ostracods",4,1,49,1.2,49,1,914459,915000,"Low",32.0721386900807
"1069",1069,"I80","2019-10-15","14:24:00","Cyclopoids","Cyclopoid copepodid",145,1,49,1.2,49,1,914459,915000,"Low",968.845856262856
"1072",1072,"I80","2019-10-15","14:24:00","Cyclopoids","Eucyclops pectinifer",5,1,49,1.2,49,1,914459,915000,"Low",33.4084778021674
"1079",1079,"I80","2019-10-15","14:24:00","Cyclopoids","Microcyclops rubellus",4,1,49,1.2,49,1,914459,915000,"Low",26.726782241734
"1090",1090,"I80","2019-10-15","14:24:00","Calanoids","Arctodiaptomus dorsalis",3,1,49,1.2,49,1,914459,915000,"Low",20.0450866813005
"1091",1091,"I80","2019-10-15","14:24:00","Calanoids","Calanoid copepodid",3,1,49,1.2,49,1,914459,915000,"Low",20.0450866813005
"1102",1102,"I80","2019-10-15","14:24:00","Calanoids","Skistodiaptomus pallidus",1,1,49,1.2,49,1,914459,915000,"Low",6.68169556043349
"1105",1105,"I80","2019-10-15","14:24:00","Cladocera","Alona",12,1,49,1.2,49,1,914459,915000,"Low",80.1803467252019
"1108",1108,"I80","2019-10-15","14:24:00","Cladocera","Bosmina",8,1,49,1.2,49,1,914459,915000,"Low",53.4535644834679
"1110",1110,"I80","2019-10-15","14:24:00","Cladocera","Ceriodaphnia",2,1,49,1.2,49,1,914459,915000,"Low",13.363391120867
"1111",1111,"I80","2019-10-15","14:24:00","Cladocera","Chydorus",11,1,49,1.2,49,1,914459,915000,"Low",73.4986511647684
"1113",1113,"I80","2019-10-15","14:24:00","Cladocera","Diaphanosoma",2,1,49,1.2,49,1,914459,915000,"Low",13.363391120867
"1117",1117,"I80","2019-10-15","14:24:00","Cladocera","Ilyocryptus",4,1,49,1.2,49,1,914459,915000,"Low",26.726782241734
"1120",1120,"I80","2019-10-15","14:24:00","Cladocera","Macrothrix",2,1,49,1.2,49,1,914459,915000,"Low",13.363391120867
"1121",1121,"I80","2019-10-15","14:24:00","Cladocera","Moina",4,1,49,1.2,49,1,914459,915000,"Low",26.726782241734
"1129",1129,"I80","2019-10-15","14:24:00","Harpacticoids","Harpacticoids",1,1,49,1.2,49,1,914459,915000,"Low",6.68169556043349
"1146",1146,"LIB-DUP","2019-08-07","11:05:00","Microzooplankton_Nauplii","Rotifers",67,1,71,0.1,71,3.9,985827,989695,"Low",27.9158717221063
"1147",1147,"LIB-DUP","2019-08-07","11:05:00","Microzooplankton_Nauplii","Copepod nauplii",13,1,71,0.1,71,3.9,985827,989695,"Low",5.41651242369227
"1148",1148,"LIB-DUP","2019-08-07","11:05:00","Microzooplankton_Nauplii","Ostracods",25,1,71,0.1,71,3.9,985827,989695,"Low",10.4163700455621
"1173",1173,"LIB-DUP","2019-08-07","11:05:00","Calanoids","Calanoid copepodid",208,1,71,0.1,71,3.9,985827,989695,"Low",3379.90375238398
"1180",1180,"LIB-DUP","2019-08-07","11:05:00","Calanoids","Pseudodiaptomus forbesi adult",27,1,71,0.1,71,3.9,985827,989695,"Low",438.737506319074
"1193",1193,"LIB-DUP","2019-08-07","11:05:00","Cladocera","Chydorus",1,1,71,0.1,71,3.9,985827,989695,"Low",16.2495372710768
"1210",1210,"LIB-DUP","2019-08-07","11:05:00","Cladocera","Simocephalus",1,1,71,0.1,71,3.9,985827,989695,"Low",16.2495372710768
"1228",1228,"LIB","2019-08-07","10:59:00","Microzooplankton_Nauplii","Rotifers",54,1,48,0.2,48,3.8,989774,993431,"Low",16.5118431792364
"1229",1229,"LIB","2019-08-07","10:59:00","Microzooplankton_Nauplii","Copepod nauplii",7,1,48,0.2,48,3.8,989774,993431,"Low",2.14042411582694
"1230",1230,"LIB","2019-08-07","10:59:00","Microzooplankton_Nauplii","Ostracods",12,1,48,0.2,48,3.8,989774,993431,"Low",3.66929848427475
"1235",1235,"LIB","2019-08-07","10:59:00","Cyclopoids","Cyclopoid copepodid",2,1,48,0.2,48,3.8,989774,993431,"Low",11.6194452002034
"1244",1244,"LIB","2019-08-07","10:59:00","Cyclopoids","Microcyclops rubellus",2,1,48,0.2,48,3.8,989774,993431,"Low",11.6194452002034
"1255",1255,"LIB","2019-08-07","10:59:00","Calanoids","Calanoid copepodid",264,1,48,0.2,48,3.8,989774,993431,"Low",1533.76676642684
"1262",1262,"LIB","2019-08-07","10:59:00","Calanoids","Pseudodiaptomus forbesi adult",27,1,48,0.2,48,3.8,989774,993431,"Low",156.862510202745
"1269",1269,"LIB","2019-08-07","10:59:00","Cladocera","Alona",2,1,48,0.2,48,3.8,989774,993431,"Low",11.6194452002034
"1272",1272,"LIB","2019-08-07","10:59:00","Cladocera","Bosmina",1,1,48,0.2,48,3.8,989774,993431,"Low",5.80972260010168
"1274",1274,"LIB","2019-08-07","10:59:00","Cladocera","Ceriodaphnia",1,1,48,0.2,48,3.8,989774,993431,"Low",5.80972260010168
"1275",1275,"LIB","2019-08-07","10:59:00","Cladocera","Chydorus",2,1,48,0.2,48,3.8,989774,993431,"Low",11.6194452002034
"1289",1289,"LIB","2019-08-07","10:59:00","Cladocera","Pseudochydorus",1,1,48,0.2,48,3.8,989774,993431,"Low",5.80972260010168
"1292",1292,"LIB","2019-08-07","10:59:00","Cladocera","Simocephalus",1,1,48,0.2,48,3.8,989774,993431,"Low",5.80972260010168
"1310",1310,"LIB","2019-08-21","10:55:00","Microzooplankton_Nauplii","Rotifers",69,1,58,0.1,58,3,939600,943000,"Low",34.7332984090623
"1311",1311,"LIB","2019-08-21","10:55:00","Microzooplankton_Nauplii","Copepod nauplii",65,1,58,0.1,58,3,939600,943000,"Low",32.7197738636094
"1312",1312,"LIB","2019-08-21","10:55:00","Microzooplankton_Nauplii","Ostracods",13,1,58,0.1,58,3,939600,943000,"Low",6.54395477272189
"1314",1314,"LIB","2019-08-21","10:55:00","Cyclopoids","Acanthocyclops vernalis adult",1,1,58,0.1,58,3,939600,943000,"Low",15.1014340908967
"1317",1317,"LIB","2019-08-21","10:55:00","Cyclopoids","Cyclopoid copepodid",3,1,58,0.1,58,3,939600,943000,"Low",45.30430227269
"1337",1337,"LIB","2019-08-21","10:55:00","Calanoids","Calanoid copepodid",195,1,58,0.1,58,3,939600,943000,"Low",2944.77964772485
"1344",1344,"LIB","2019-08-21","10:55:00","Calanoids","Pseudodiaptomus forbesi adult",15,1,58,0.1,58,3,939600,943000,"Low",226.52151136345
"1354",1354,"LIB","2019-08-21","10:55:00","Cladocera","Bosmina",5,1,58,0.1,58,3,939600,943000,"Low",75.5071704544833
"1356",1356,"LIB","2019-08-21","10:55:00","Cladocera","Ceriodaphnia",3,1,58,0.1,58,3,939600,943000,"Low",45.30430227269
"1357",1357,"LIB","2019-08-21","10:55:00","Cladocera","Chydorus",1,1,58,0.1,58,3,939600,943000,"Low",15.1014340908967
"1359",1359,"LIB","2019-08-21","10:55:00","Cladocera","Diaphanosoma",1,1,58,0.1,58,3,939600,943000,"Low",15.1014340908967
"1392",1392,"LIB","2019-09-04","10:50:00","Microzooplankton_Nauplii","Rotifers",32,1,43,0.2,43,14,848500,852261,"Low",2.31342902366035
"1393",1393,"LIB","2019-09-04","10:50:00","Microzooplankton_Nauplii","Copepod nauplii",99,1,43,0.2,43,14,848500,852261,"Low",7.1571710419492
"1394",1394,"LIB","2019-09-04","10:50:00","Microzooplankton_Nauplii","Ostracods",189,1,43,0.2,43,14,848500,852261,"Low",13.6636901709939
"1398",1398,"LIB","2019-09-04","10:50:00","Cyclopoids","Cyclopoid copepodid",8,1,43,0.2,43,14,848500,852261,"Low",40.4850079140561
"1413",1413,"LIB","2019-09-04","10:50:00","Cyclopoids","Paracyclops fimbriatus",2,1,43,0.2,43,14,848500,852261,"Low",10.121251978514
"1418",1418,"LIB","2019-09-04","10:50:00","Calanoids","Calanoid copepodid",236,1,43,0.2,43,14,848500,852261,"Low",1194.30773346465
"1426",1426,"LIB","2019-09-04","10:50:00","Calanoids","Pseudodiaptomus forbesi adult",15,1,43,0.2,43,14,848500,852261,"Low",75.9093898388552
"1435",1435,"LIB","2019-09-04","10:50:00","Cladocera","Bosmina",2,1,43,0.2,43,14,848500,852261,"Low",10.121251978514
"1437",1437,"LIB","2019-09-04","10:50:00","Cladocera","Ceriodaphnia",6,1,43,0.2,43,14,848500,852261,"Low",30.3637559355421
"1438",1438,"LIB","2019-09-04","10:50:00","Cladocera","Chydorus",4,1,43,0.2,43,14,848500,852261,"Low",20.242503957028
"1440",1440,"LIB","2019-09-04","10:50:00","Cladocera","Diaphanosoma",2,1,43,0.2,43,14,848500,852261,"Low",10.121251978514
"1455",1455,"LIB","2019-09-04","10:50:00","Harpacticoids","Harpacticoids",2,1,43,0.2,43,14,848500,852261,"Low",10.121251978514
"1472",1472,"LIB","2019-09-18","10:12:00","Microzooplankton_Nauplii","Rotifers",4,1,75,0.3,75,2.7,804425,807795,"Low",2.91874870158422
"1473",1473,"LIB","2019-09-18","10:12:00","Microzooplankton_Nauplii","Copepod nauplii",2,1,75,0.3,75,2.7,804425,807795,"Low",1.45937435079211
"1474",1474,"LIB","2019-09-18","10:12:00","Microzooplankton_Nauplii","Ostracods",12,1,75,0.3,75,2.7,804425,807795,"Low",8.75624610475266
"1478",1478,"LIB","2019-09-18","10:12:00","Cyclopoids","Cyclopoid copepodid",2,1,75,0.3,75,2.7,804425,807795,"Low",13.134369157129
"1486",1486,"LIB","2019-09-18","10:12:00","Cyclopoids","Macrocyclops albidus",2,1,75,0.3,75,2.7,804425,807795,"Low",13.134369157129
"1499",1499,"LIB","2019-09-18","10:12:00","Calanoids","Calanoid copepodid",195,1,75,0.3,75,2.7,804425,807795,"Low",1280.60099282008
"1506",1506,"LIB","2019-09-18","10:12:00","Calanoids","Pseudodiaptomus forbesi adult",22,1,75,0.3,75,2.7,804425,807795,"Low",144.478060728419
"1510",1510,"LIB","2019-09-18","10:12:00","Calanoids","Skistodiaptomus pallidus",1,1,75,0.3,75,2.7,804425,807795,"Low",6.5671845785645
"1513",1513,"LIB","2019-09-18","10:12:00","Cladocera","Alona",1,1,75,0.3,75,2.7,804425,807795,"Low",6.5671845785645
"1516",1516,"LIB","2019-09-18","10:12:00","Cladocera","Bosmina",4,1,75,0.3,75,2.7,804425,807795,"Low",26.268738314258
"1517",1517,"LIB","2019-09-18","10:12:00","Cladocera","Camptocercus",3,1,75,0.3,75,2.7,804425,807795,"Low",19.7015537356935
"1518",1518,"LIB","2019-09-18","10:12:00","Cladocera","Ceriodaphnia",4,1,75,0.3,75,2.7,804425,807795,"Low",26.268738314258
"1519",1519,"LIB","2019-09-18","10:12:00","Cladocera","Chydorus",1,1,75,0.3,75,2.7,804425,807795,"Low",6.5671845785645
"1521",1521,"LIB","2019-09-18","10:12:00","Cladocera","Diaphanosoma",1,1,75,0.3,75,2.7,804425,807795,"Low",6.5671845785645
"1554",1554,"LIB","2019-10-02","10:20:00","Microzooplankton_Nauplii","Rotifers",3,1,45,0.5,45,16.5,769617,770901,"Low",0.564097163035574
"1555",1555,"LIB","2019-10-02","10:20:00","Microzooplankton_Nauplii","Copepod nauplii",40,1,45,0.5,45,16.5,769617,770901,"Low",7.52129550714099
"1556",1556,"LIB","2019-10-02","10:20:00","Microzooplankton_Nauplii","Ostracods",11,1,45,0.5,45,16.5,769617,770901,"Low",2.06835626446377
"1560",1560,"LIB","2019-10-02","10:20:00","Cyclopoids","Cyclopoid copepodid",2,1,45,0.5,45,16.5,769617,770901,"Low",12.4101375867826
"1580",1580,"LIB","2019-10-02","10:20:00","Calanoids","Calanoid copepodid",208,1,45,0.5,45,16.5,769617,770901,"Low",1290.65430902539
"1587",1587,"LIB","2019-10-02","10:20:00","Calanoids","Pseudodiaptomus forbesi adult",18,1,45,0.5,45,16.5,769617,770901,"Low",111.691238281044
"1597",1597,"LIB","2019-10-02","10:20:00","Cladocera","Bosmina",1,1,45,0.5,45,16.5,769617,770901,"Low",6.20506879339131
"1598",1598,"LIB","2019-10-02","10:20:00","Cladocera","Camptocercus",1,1,45,0.5,45,16.5,769617,770901,"Low",6.20506879339131
"1635",1635,"LIB","2019-10-16","10:40:00","Microzooplankton_Nauplii","Rotifers",3,1,36,0.4,36,0.8,744631,745327,"Low",17.1709231265398
"1636",1636,"LIB","2019-10-16","10:40:00","Microzooplankton_Nauplii","Copepod nauplii",227,1,36,0.4,36,0.8,744631,745327,"Low",1299.26651657484
"1642",1642,"LIB","2019-10-16","10:40:00","Cyclopoids","Cyclopoid copepodid",1,1,36,0.4,36,0.8,744631,745327,"Low",11.4472820843598
"1662",1662,"LIB","2019-10-16","10:40:00","Calanoids","Calanoid copepodid",243,1,36,0.4,36,0.8,744631,745327,"Low",2781.68954649944
"1669",1669,"LIB","2019-10-16","10:40:00","Calanoids","Pseudodiaptomus forbesi adult",3,1,36,0.4,36,0.8,744631,745327,"Low",34.3418462530795
"1679",1679,"LIB","2019-10-16","10:40:00","Cladocera","Bosmina",1,1,36,0.4,36,0.8,744631,745327,"Low",11.4472820843598
"1681",1681,"LIB","2019-10-16","10:40:00","Cladocera","Ceriodaphnia",1,1,36,0.4,36,0.8,744631,745327,"Low",11.4472820843598
"1717",1717,"LIS-DUP","2019-09-03","11:30:00","Microzooplankton_Nauplii","Rotifers",180,1,91,1.2,91,3.9,925195,927000,"Low",205.987657673134
"1718",1718,"LIS-DUP","2019-09-03","11:30:00","Microzooplankton_Nauplii","Copepod nauplii",67,1,91,1.2,91,3.9,925195,927000,"Low",76.6731836894444
"1719",1719,"LIS-DUP","2019-09-03","11:30:00","Microzooplankton_Nauplii","Ostracods",81,1,91,1.2,91,3.9,925195,927000,"Low",92.6944459529105
"1724",1724,"LIS-DUP","2019-09-03","11:30:00","Cyclopoids","Cyclopoid copepodid",68,1,91,1.2,91,3.9,925195,927000,"Low",252.907068587571
"1727",1727,"LIS-DUP","2019-09-03","11:30:00","Cyclopoids","Eucyclops",1,1,91,1.2,91,3.9,925195,927000,"Low",3.71922159687604
"1733",1733,"LIS-DUP","2019-09-03","11:30:00","Cyclopoids","Microcyclops rubellus",12,1,91,1.2,91,3.9,925195,927000,"Low",44.6306591625124
"1744",1744,"LIS-DUP","2019-09-03","11:30:00","Calanoids","Arctodiaptomus dorsalis",1,1,91,1.2,91,3.9,925195,927000,"Low",3.71922159687604
"1745",1745,"LIS-DUP","2019-09-03","11:30:00","Calanoids","Calanoid copepodid",15,1,91,1.2,91,3.9,925195,927000,"Low",55.7883239531405
"1759",1759,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Alona",26,1,91,1.2,91,3.9,925195,927000,"Low",96.699761518777
"1762",1762,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Bosmina",38,1,91,1.2,91,3.9,925195,927000,"Low",141.330420681289
"1763",1763,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Camptocercus",1,1,91,1.2,91,3.9,925195,927000,"Low",3.71922159687604
"1764",1764,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Ceriodaphnia",34,1,91,1.2,91,3.9,925195,927000,"Low",126.453534293785
"1765",1765,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Chydorus",15,1,91,1.2,91,3.9,925195,927000,"Low",55.7883239531405
"1767",1767,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Diaphanosoma",32,1,91,1.2,91,3.9,925195,927000,"Low",119.015091100033
"1768",1768,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Disparalona",2,1,91,1.2,91,3.9,925195,927000,"Low",7.43844319375207
"1771",1771,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Ilyocryptus",37,1,91,1.2,91,3.9,925195,927000,"Low",137.611199084413
"1772",1772,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Kurzia",3,1,91,1.2,91,3.9,925195,927000,"Low",11.1576647906281
"1774",1774,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Macrothrix",3,1,91,1.2,91,3.9,925195,927000,"Low",11.1576647906281
"1775",1775,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Moina",9,1,91,1.2,91,3.9,925195,927000,"Low",33.4729943718843
"1777",1777,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Picripleuroxus",1,1,91,1.2,91,3.9,925195,927000,"Low",3.71922159687604
"1782",1782,"LIS-DUP","2019-09-03","11:30:00","Cladocera","Simocephalus",5,1,91,1.2,91,3.9,925195,927000,"Low",18.5961079843802
"1783",1783,"LIS-DUP","2019-09-03","11:30:00","Harpacticoids","Harpacticoids",1,1,91,1.2,91,3.9,925195,927000,"Low",3.71922159687604
"1800",1800,"LIS-DUP","2019-10-15","13:16:00","Microzooplankton_Nauplii","Rotifers",32,1,73,0.2,73,0.7,916428,918000,"Low",187.927948024445
"1801",1801,"LIS-DUP","2019-10-15","13:16:00","Microzooplankton_Nauplii","Copepod nauplii",301,1,73,0.2,73,0.7,916428,918000,"Low",1767.69726110494
"1802",1802,"LIS-DUP","2019-10-15","13:16:00","Microzooplankton_Nauplii","Ostracods",7,1,73,0.2,73,0.7,916428,918000,"Low",41.1092386303474
"1806",1806,"LIS-DUP","2019-10-15","13:16:00","Cyclopoids","Cyclopoid copepodid",8,1,73,0.2,73,0.7,916428,918000,"Low",164.436954521389
"1826",1826,"LIS-DUP","2019-10-15","13:16:00","Calanoids","Calanoid copepodid",220,1,73,0.2,73,0.7,916428,918000,"Low",4522.01624933821
"1840",1840,"LIS-DUP","2019-10-15","13:16:00","Cladocera","Alona",1,1,73,0.2,73,0.7,916428,918000,"Low",20.5546193151737
"1843",1843,"LIS-DUP","2019-10-15","13:16:00","Cladocera","Bosmina",1,1,73,0.2,73,0.7,916428,918000,"Low",20.5546193151737
"1852",1852,"LIS-DUP","2019-10-15","13:16:00","Cladocera","Ilyocryptus",3,1,73,0.2,73,0.7,916428,918000,"Low",61.6638579455211
"1881",1881,"LIS","2019-08-06","11:28:00","Microzooplankton_Nauplii","Rotifers",199,1,60,0.3,60,2.3,890556,890720,"Low",2802.21696325941
"1882",1882,"LIS","2019-08-06","11:28:00","Microzooplankton_Nauplii","Copepod nauplii",133,1,60,0.3,60,2.3,890556,890720,"Low",1872.83847293217
"1883",1883,"LIS","2019-08-06","11:28:00","Microzooplankton_Nauplii","Ostracods",7,1,60,0.3,60,2.3,890556,890720,"Low",98.5704459437984
"1888",1888,"LIS","2019-08-06","11:28:00","Cyclopoids","Cyclopoid copepodid",16,1,60,0.3,60,2.3,890556,890720,"Low",1727.32971939609
"1897",1897,"LIS","2019-08-06","11:28:00","Cyclopoids","Microcyclops rubellus",1,1,60,0.3,60,2.3,890556,890720,"Low",107.958107462255
"1908",1908,"LIS","2019-08-06","11:28:00","Calanoids","Calanoid copepodid",146,1,60,0.3,60,2.3,890556,890720,"Low",15761.8836894893
"1917",1917,"LIS","2019-08-06","11:28:00","Calanoids","Sinocalanus doerrii adult",1,1,60,0.3,60,2.3,890556,890720,"Low",107.958107462255
"1925",1925,"LIS","2019-08-06","11:28:00","Cladocera","Bosmina",7,1,60,0.3,60,2.3,890556,890720,"Low",755.706752235788
"1930",1930,"LIS","2019-08-06","11:28:00","Cladocera","Diaphanosoma",92,1,60,0.3,60,2.3,890556,890720,"Low",9932.14588652749
"1963",1963,"LIS","2019-08-20","11:23:00","Microzooplankton_Nauplii","Rotifers",422,1,40,0.9,40,0.6,929512,931000,"Low",1673.73761228669
"1964",1964,"LIS","2019-08-20","11:23:00","Microzooplankton_Nauplii","Copepod nauplii",1,1,40,0.9,40,0.6,929512,931000,"Low",3.96620287271727
"1965",1965,"LIS","2019-08-20","11:23:00","Microzooplankton_Nauplii","Ostracods",9,1,40,0.9,40,0.6,929512,931000,"Low",35.6958258544554
"1967",1967,"LIS","2019-08-20","11:23:00","Cyclopoids","Acanthocyclops vernalis adult",3,1,40,0.9,40,0.6,929512,931000,"Low",7.93240574543454
"1970",1970,"LIS","2019-08-20","11:23:00","Cyclopoids","Cyclopoid copepodid",14,1,40,0.9,40,0.6,929512,931000,"Low",37.0178934786945
"1973",1973,"LIS","2019-08-20","11:23:00","Cyclopoids","Eucyclops sp.",2,1,40,0.9,40,0.6,929512,931000,"Low",5.28827049695636
"1990",1990,"LIS","2019-08-20","11:23:00","Calanoids","Calanoid copepodid",63,1,40,0.9,40,0.6,929512,931000,"Low",166.580520654125
"1997",1997,"LIS","2019-08-20","11:23:00","Calanoids","Pseudodiaptomus forbesi adult",2,1,40,0.9,40,0.6,929512,931000,"Low",5.28827049695636
"1999",1999,"LIS","2019-08-20","11:23:00","Calanoids","Sinocalanus doerrii adult",1,1,40,0.9,40,0.6,929512,931000,"Low",2.64413524847818
"2004",2004,"LIS","2019-08-20","11:23:00","Cladocera","Alona",4,1,40,0.9,40,0.6,929512,931000,"Low",10.5765409939127
"2007",2007,"LIS","2019-08-20","11:23:00","Cladocera","Bosmina",50,1,40,0.9,40,0.6,929512,931000,"Low",132.206762423909
"2009",2009,"LIS","2019-08-20","11:23:00","Cladocera","Ceriodaphnia",2,1,40,0.9,40,0.6,929512,931000,"Low",5.28827049695636
"2010",2010,"LIS","2019-08-20","11:23:00","Cladocera","Chydorus",1,1,40,0.9,40,0.6,929512,931000,"Low",2.64413524847818
"2011",2011,"LIS","2019-08-20","11:23:00","Cladocera","Daphnia",4,1,40,0.9,40,0.6,929512,931000,"Low",10.5765409939127
"2012",2012,"LIS","2019-08-20","11:23:00","Cladocera","Diaphanosoma",84,1,40,0.9,40,0.6,929512,931000,"Low",222.107360872167
"2016",2016,"LIS","2019-08-20","11:23:00","Cladocera","Ilyocryptus",3,1,40,0.9,40,0.6,929512,931000,"Low",7.93240574543454
"2020",2020,"LIS","2019-08-20","11:23:00","Cladocera","Moina",2,1,40,0.9,40,0.6,929512,931000,"Low",5.28827049695636
"2027",2027,"LIS","2019-08-20","11:23:00","Cladocera","Simocephalus",1,1,40,0.9,40,0.6,929512,931000,"Low",2.64413524847818
"2045",2045,"LIS","2019-09-03","11:18:00","Microzooplankton_Nauplii","Rotifers",136,1,90,1.1,90,4,926687,928200,"Low",179.040636645268
"2046",2046,"LIS","2019-09-03","11:18:00","Microzooplankton_Nauplii","Copepod nauplii",76,1,90,1.1,90,4,926687,928200,"Low",100.052120478238
"2047",2047,"LIS","2019-09-03","11:18:00","Microzooplankton_Nauplii","Ostracods",97,1,90,1.1,90,4,926687,928200,"Low",127.698101136699
"2049",2049,"LIS","2019-09-03","11:18:00","Cyclopoids","Acanthocyclops vernalis adult",2,1,90,1.1,90,4,926687,928200,"Low",9.57436559600366
"2052",2052,"LIS","2019-09-03","11:18:00","Cyclopoids","Cyclopoid copepodid",50,1,90,1.1,90,4,926687,928200,"Low",239.359139900091
"2061",2061,"LIS","2019-09-03","11:18:00","Cyclopoids","Microcyclops rubellus",4,1,90,1.1,90,4,926687,928200,"Low",19.1487311920073
"2072",2072,"LIS","2019-09-03","11:18:00","Calanoids","Calanoid copepodid",9,1,90,1.1,90,4,926687,928200,"Low",43.0846451820165
"2086",2086,"LIS","2019-09-03","11:18:00","Cladocera","Alona",17,1,90,1.1,90,4,926687,928200,"Low",81.3821075660311
"2089",2089,"LIS","2019-09-03","11:18:00","Cladocera","Bosmina",32,1,90,1.1,90,4,926687,928200,"Low",153.189849536059
"2091",2091,"LIS","2019-09-03","11:18:00","Cladocera","Ceriodaphnia",29,1,90,1.1,90,4,926687,928200,"Low",138.828301142053
"2092",2092,"LIS","2019-09-03","11:18:00","Cladocera","Chydorus",4,1,90,1.1,90,4,926687,928200,"Low",19.1487311920073
"2094",2094,"LIS","2019-09-03","11:18:00","Cladocera","Diaphanosoma",25,1,90,1.1,90,4,926687,928200,"Low",119.679569950046
